Date,Close,Ticker
,MU,
2020-01-02,54.043853759765625,MU
2020-01-03,53.20474624633789,MU
2020-01-06,52.26807403564453,MU
2020-01-07,56.85385513305664,MU
2020-01-08,56.12207794189453,MU
2020-01-09,55.91719055175781,MU
2020-01-10,55.29274368286133,MU
2020-01-13,56.05378341674805,MU
2020-01-14,56.12207794189453,MU
2020-01-15,54.80488967895508,MU
2020-01-16,56.27819061279297,MU
2020-01-17,56.25868606567383,MU
2020-01-21,57.53684616088867,MU
2020-01-22,57.73198318481445,MU
2020-01-23,57.76124954223633,MU
2020-01-24,56.35625076293945,MU
2020-01-27,54.063358306884766,MU
2020-01-28,55.097599029541016,MU
2020-01-29,53.95603942871094,MU
2020-01-30,53.69260025024414,MU
2020-01-31,51.79974365234375,MU
2020-02-03,52.47297668457031,MU
2020-02-04,54.15117645263672,MU
2020-02-05,55.39030456542969,MU
2020-02-06,57.25388717651367,MU
2020-02-07,55.49763488769531,MU
2020-02-10,55.936710357666016,MU
2020-02-11,55.858646392822266,MU
2020-02-12,57.829551696777344,MU
2020-02-13,57.88810348510742,MU
2020-02-14,57.078277587890625,MU
2020-02-18,56.34649658203125,MU
2020-02-19,58.53205108642578,MU
2020-02-20,57.56611633300781,MU
2020-02-21,55.60496520996094,MU
2020-02-24,53.67308044433594,MU
2020-02-25,50.833805084228516,MU
2020-02-26,51.09724044799805,MU
2020-02-27,49.35075378417969,MU
2020-02-28,51.28262710571289,MU
2020-03-02,53.2632942199707,MU
2020-03-03,50.54109573364258,MU
2020-03-04,53.94626998901367,MU
2020-03-05,52.41443634033203,MU
2020-03-06,50.21910858154297,MU
2020-03-09,44.852783203125,MU
2020-03-10,46.69685745239258,MU
2020-03-11,42.657470703125,MU
2020-03-12,37.86680221557617,MU
2020-03-13,41.94520950317383,MU
2020-03-16,33.63227462768555,MU
2020-03-17,36.47154998779297,MU
2020-03-18,33.84691619873047,MU
2020-03-19,35.408042907714844,MU
2020-03-20,35.23241424560547,MU
2020-03-23,37.320411682128906,MU
2020-03-24,42.21839904785156,MU
2020-03-25,41.46711349487305,MU
2020-03-26,43.70146560668945,MU
2020-03-27,42.42329406738281,MU
2020-03-30,43.43803024291992,MU
2020-03-31,41.037818908691406,MU
2020-04-01,38.92055130004883,MU
2020-04-02,40.09137725830078,MU
2020-04-03,40.21822738647461,MU
