Date,Close,Ticker
,MAA,
2020-01-02,104.17607879638672,MAA
2020-01-03,105.34959411621094,MAA
2020-01-06,105.50228118896484,MAA
2020-01-07,103.92691802978516,MAA
2020-01-08,104.66638946533203,MAA
2020-01-09,104.73068237304688,MAA
2020-01-10,106.37838745117188,MAA
2020-01-13,107.32683563232422,MAA
2020-01-14,106.72756958007812,MAA
2020-01-15,106.94622039794922,MAA
2020-01-16,108.26622772216797,MAA
2020-01-17,108.50920104980469,MAA
2020-01-21,109.77254486083984,MAA
2020-01-22,109.27044677734375,MAA
2020-01-23,110.468994140625,MAA
2020-01-24,110.91439819335938,MAA
2020-01-27,110.65525817871094,MAA
2020-01-28,111.3031234741211,MAA
2020-01-29,110.60665130615234,MAA
2020-01-30,111.34361267089844,MAA
2020-01-31,111.1168441772461,MAA
2020-02-03,111.06826782226562,MAA
2020-02-04,112.84986877441406,MAA
2020-02-05,112.67981719970703,MAA
2020-02-06,113.65970611572266,MAA
2020-02-07,114.3399887084961,MAA
2020-02-10,115.27128601074219,MAA
2020-02-11,114.94735717773438,MAA
2020-02-12,115.42516326904297,MAA
2020-02-13,116.72897338867188,MAA
2020-02-14,117.83845520019531,MAA
2020-02-18,118.32435607910156,MAA
2020-02-19,117.44970703125,MAA
2020-02-20,119.61195373535156,MAA
2020-02-21,119.6686782836914,MAA
2020-02-24,118.16236877441406,MAA
2020-02-25,115.8624496459961,MAA
2020-02-26,115.25508117675781,MAA
2020-02-27,108.67925262451172,MAA
2020-02-28,104.6786880493164,MAA
2020-03-02,109.65105438232422,MAA
2020-03-03,111.16544342041016,MAA
2020-03-04,117.42544555664062,MAA
2020-03-05,117.2391586303711,MAA
2020-03-06,116.04873657226562,MAA
2020-03-09,108.76025390625,MAA
2020-03-10,113.4329833984375,MAA
2020-03-11,108.42011260986328,MAA
2020-03-12,95.24415588378906,MAA
2020-03-13,102.03864288330078,MAA
2020-03-16,84.99170684814453,MAA
2020-03-17,91.64850616455078,MAA
2020-03-18,81.06404113769531,MAA
2020-03-19,80.55384826660156,MAA
2020-03-20,70.86016082763672,MAA
2020-03-23,68.56834411621094,MAA
2020-03-24,72.22068786621094,MAA
2020-03-25,79.23382568359375,MAA
2020-03-26,83.24246978759766,MAA
2020-03-27,87.13777160644531,MAA
2020-03-30,86.75714111328125,MAA
2020-03-31,83.43684387207031,MAA
2020-04-01,79.96266174316406,MAA
2020-04-02,76.3265380859375,MAA
2020-04-03,76.3751220703125,MAA
2020-04-06,85.25895690917969,MAA
2020-04-07,84.05230712890625,MAA
2020-04-08,89.83450317382812,MAA
2020-04-09,94.46672058105469,MAA
2020-04-13,90.19082641601562,MAA
2020-04-14,93.17350006103516,MAA
2020-04-15,89.87214660644531,MAA
2020-04-16,88.5074462890625,MAA
2020-04-17,92.74858093261719,MAA
2020-04-20,88.65454864501953,MAA
2020-04-21,87.87825775146484,MAA
2020-04-22,88.5074462890625,MAA
2020-04-23,85.78629302978516,MAA
2020-04-24,86.97119140625,MAA
2020-04-27,90.44416809082031,MAA
2020-04-28,91.64539337158203,MAA
2020-04-29,92.07847595214844,MAA
2020-04-30,91.45743560791016,MAA
2020-05-01,89.58613586425781,MAA
2020-05-04,90.1336441040039,MAA
2020-05-05,91.85785675048828,MAA
2020-05-06,89.89663696289062,MAA
2020-05-07,92.95285034179688,MAA
2020-05-08,94.44009399414062,MAA
2020-05-11,92.34814453125,MAA
2020-05-12,88.85884094238281,MAA
2020-05-13,88.32769012451172,MAA
2020-05-14,86.22755432128906,MAA
2020-05-15,87.33076477050781,MAA
2020-05-18,93.45133972167969,MAA
2020-05-19,90.80369567871094,MAA
2020-05-20,91.10606384277344,MAA
2020-05-21,93.01007080078125,MAA
2020-05-22,93.38594818115234,MAA
2020-05-26,95.44522857666016,MAA
2020-05-27,95.5105972290039,MAA
2020-05-28,96.14797973632812,MAA
2020-05-29,95.0856704711914,MAA
2020-06-01,96.0744400024414,MAA
2020-06-02,96.2297134399414,MAA
2020-06-03,100.01318359375,MAA
2020-06-04,97.05503845214844,MAA
2020-06-05,101.68836975097656,MAA
2020-06-08,103.39624786376953,MAA
2020-06-09,101.8681640625,MAA
2020-06-10,99.5637435913086,MAA
2020-06-11,94.35021209716797,MAA
2020-06-12,97.30835723876953,MAA
2020-06-15,96.43400573730469,MAA
2020-06-16,98.95087432861328,MAA
2020-06-17,96.94880676269531,MAA
2020-06-18,95.68221282958984,MAA
2020-06-19,93.71283721923828,MAA
2020-06-22,93.31240844726562,MAA
2020-06-23,92.78125762939453,MAA
2020-06-24,90.31340789794922,MAA
2020-06-25,90.99165344238281,MAA
2020-06-26,90.1091079711914,MAA
2020-06-29,91.13056945800781,MAA
2020-06-30,93.70465087890625,MAA
2020-07-01,96.15616607666016,MAA
2020-07-02,96.04175567626953,MAA
2020-07-06,94.8160171508789,MAA
2020-07-07,93.62294006347656,MAA
2020-07-08,93.01007080078125,MAA
2020-07-09,91.98040771484375,MAA
2020-07-10,92.83026885986328,MAA
2020-07-13,91.80065155029297,MAA
2020-07-14,93.11986541748047,MAA
2020-07-15,92.69934844970703,MAA
2020-07-16,92.36131286621094,MAA
2020-07-17,93.10335540771484,MAA
2020-07-20,90.7123031616211,MAA
2020-07-21,90.16812133789062,MAA
2020-07-22,92.48497772216797,MAA
2020-07-23,92.05624389648438,MAA
2020-07-24,91.74293518066406,MAA
2020-07-27,90.95965576171875,MAA
2020-07-28,93.16107940673828,MAA
2020-07-29,93.92789459228516,MAA
2020-07-30,96.8960952758789,MAA
2020-07-31,98.27303314208984,MAA
2020-08-03,96.36842346191406,MAA
2020-08-04,96.40139770507812,MAA
2020-08-05,95.85723114013672,MAA
2020-08-06,96.05510711669922,MAA
2020-08-07,96.0468521118164,MAA
2020-08-10,96.50857543945312,MAA
2020-08-11,96.22826385498047,MAA
2020-08-12,96.54157257080078,MAA
2020-08-13,95.38726043701172,MAA
2020-08-14,94.70291900634766,MAA
2020-08-17,95.67583465576172,MAA
2020-08-18,95.70057678222656,MAA
2020-08-19,93.40019226074219,MAA
2020-08-20,94.67817687988281,MAA
2020-08-21,94.6864242553711,MAA
2020-08-24,95.38726043701172,MAA
2020-08-25,95.79949951171875,MAA
2020-08-26,93.70526885986328,MAA
2020-08-27,95.95616149902344,MAA
2020-08-28,96.59929656982422,MAA
2020-08-31,96.5662841796875,MAA
2020-09-01,96.09632110595703,MAA
2020-09-02,97.84429168701172,MAA
2020-09-03,97.15170288085938,MAA
2020-09-04,97.58043670654297,MAA
2020-09-08,95.37902069091797,MAA
2020-09-09,96.00565338134766,MAA
2020-09-10,96.00565338134766,MAA
2020-09-11,95.56864929199219,MAA
2020-09-14,98.65229797363281,MAA
2020-09-15,97.76183319091797,MAA
2020-09-16,97.44852447509766,MAA
2020-09-17,96.58277893066406,MAA
2020-09-18,94.76062774658203,MAA
2020-09-21,93.30950164794922,MAA
2020-09-22,94.96674346923828,MAA
2020-09-23,93.51564025878906,MAA
2020-09-24,92.66637420654297,MAA
2020-09-25,95.13165283203125,MAA
2020-09-28,96.58277893066406,MAA
2020-09-29,95.09869384765625,MAA
2020-09-30,95.60163116455078,MAA
2020-10-01,99.17997741699219,MAA
2020-10-02,101.99980163574219,MAA
2020-10-05,102.65117645263672,MAA
2020-10-06,101.8596420288086,MAA
2020-10-07,101.37315368652344,MAA
2020-10-08,102.9644775390625,MAA
2020-10-09,101.95858764648438,MAA
2020-10-12,102.7830810546875,MAA
2020-10-13,102.40381622314453,MAA
2020-10-14,102.0380630493164,MAA
2020-10-15,101.79703521728516,MAA
2020-10-16,99.27848815917969,MAA
2020-10-19,97.81559753417969,MAA
2020-10-20,98.2561264038086,MAA
2020-10-21,97.99845123291016,MAA
2020-10-22,98.6218490600586,MAA
2020-10-23,98.67172241210938,MAA
2020-10-26,97.35841369628906,MAA
2020-10-27,95.47160339355469,MAA
2020-10-28,93.45177459716797,MAA
2020-10-29,94.36611938476562,MAA
2020-10-30,96.94283294677734,MAA
2020-11-02,99.61097717285156,MAA
2020-11-03,102.50354766845703,MAA
2020-11-04,102.00482940673828,MAA
2020-11-05,103.09370422363281,MAA
2020-11-06,101.96327209472656,MAA
2020-11-09,104.40699768066406,MAA
2020-11-10,108.18895721435547,MAA
2020-11-11,109.07003784179688,MAA
2020-11-12,107.0169906616211,MAA
2020-11-13,110.00927734375,MAA
2020-11-16,109.96772766113281,MAA
2020-11-17,108.81237030029297,MAA
2020-11-18,104.78935241699219,MAA
2020-11-19,104.84752655029297,MAA
2020-11-20,104.88077545166016,MAA
2020-11-23,102.8775863647461,MAA
2020-11-24,104.63143157958984,MAA
2020-11-25,103.92491149902344,MAA
2020-11-27,103.06878662109375,MAA
2020-11-30,104.86415100097656,MAA
2020-12-01,103.55918884277344,MAA
2020-12-02,102.84434509277344,MAA
2020-12-03,102.77784729003906,MAA
2020-12-04,104.00801086425781,MAA
2020-12-07,104.16595458984375,MAA
2020-12-08,103.0105972290039,MAA
2020-12-09,102.15444946289062,MAA
2020-12-10,99.89360046386719,MAA
2020-12-11,101.12377166748047,MAA
2020-12-14,100.94087219238281,MAA
2020-12-15,102.6864242553711,MAA
2020-12-16,102.578369140625,MAA
2020-12-17,104.39038848876953,MAA
2020-12-18,103.10200500488281,MAA
2020-12-21,103.56749725341797,MAA
2020-12-22,104.1327133178711,MAA
2020-12-23,101.95497131347656,MAA
2020-12-24,103.56749725341797,MAA
2020-12-28,103.87503814697266,MAA
2020-12-29,103.27657318115234,MAA
2020-12-30,103.89998626708984,MAA
2020-12-31,105.30471801757812,MAA
2021-01-04,101.99653625488281,MAA
2021-01-05,101.96327209472656,MAA
